Description_clean;total_sold;total_returned;sales_revenue;return_revenue;return_rate;anomaly_flag;impact_score
STAR WOODEN CHRISTMAS DECORATION;2446;0;2220,7;0,0;0,0;Normal;0,0
STAR WREATH DECORATION WITH BELL;1109;12;1482,65;15,0;1,08;Normal;0,16
STARFISH SOAP DISH;74;0;189,75;0,0;0,0;Normal;0,0
STARS GIFT TAPE;1025;1;449,7;0,19;0,1;Normal;0,0
STEEL SWEETHEART ROUND TABLE CREAM;41;0;699,63;0,0;0,0;Normal;0,0
STOOL HOME SWEET HOME;161;0;2036,58;0,0;0,0;Normal;0,0
STOP FOR TEA WALL ART;323;0;1527,65;0,0;0,0;Normal;0,0
STORAGE TIN HOME SWEET HOME;245;4;546,74;9,96;1,63;Normal;0,16
STORAGE TIN VINTAGE DOILEY;7;0;23,13;0,0;0,0;Normal;0,0
STORAGE TIN VINTAGE DOILY;587;12;1801,93;34,68;2,04;Normal;0,71
STORAGE TIN VINTAGE LEAF;480;10;1237,74;28,9;2,08;Normal;0,6
STRAWBERRIES  DESIGN FLANNEL;346;0;363,14;0,0;0,0;Normal;0,0
STRAWBERRY   PICNIC BAG;1220;16;3602,2;47,2;1,31;Normal;0,62
STRAWBERRY BATH SPONGE;1091;50;1569,18;62,5;4,58;Normal;2,86
STRAWBERRY CERAMIC TRINKET BOX;9025;327;12402,09;371,7;3,62;Normal;13,46
STRAWBERRY CERAMIC TRINKET POT;1091;17;1783,72;21,25;1,56;Normal;0,33
STRAWBERRY CHARLOTTE BAG;8374;73;11459,0;61,27;0,87;Normal;0,53
STRAWBERRY DREAM CHILDS UMBRELLA;55;0;189,31;0,0;0,0;Normal;0,0
STRAWBERRY FAIRY CAKE TEAPOT;525;21;2815,13;101,15;4,0;Normal;4,05
STRAWBERRY HONEYCOMB  GARLAND;978;2;1288,12;3,3;0,2;Normal;0,01
STRAWBERRY LUNCH BOX WITH CUTLERY;1993;9;5323,28;22,5;0,45;Normal;0,1
STRAWBERRY RAFFIA FOOD COVER;559;2;1920,59;7,5;0,36;Normal;0,03
STRAWBERRY SHOPPER BAG;2201;10;2820,48;12,5;0,45;Normal;0,06
STRAWBRY SCENTED VOTIVE CANDLE;1053;0;253,53;0,0;0,0;Normal;0,0
STRING OF 8 BUTTERFLIES,PINK;19;0;31,35;0,0;0,0;Normal;0,0
STRING OF STARS CARD HOLDER;72;0;232,52;0,0;0,0;Normal;0,0
STRIPES DESIGN MONKEY DOLL;39;0;118,73;0,0;0,0;Normal;0,0
STRIPES DESIGN TEDDY;57;0;145,35;0,0;0,0;Normal;0,0
STRIPEY CHOCOLATE NESTING BOXES;322;24;964,06;61,2;7,45;Normal;4,56
STRIPY DESIGN SHOWER CAP;197;1;70,57;0,29;0,51;Normal;0,0
SUKI  SHOULDER BAG;2962;1;5627,46;1,65;0,03;Normal;0,0
SUMMER BUTTERFLIES BAG CHARM;54;0;134,53;0,0;0,0;Normal;0,0
SUMMER DAISIES BAG CHARM;161;0;402,66;0,0;0,0;Normal;0,0
SUMMER FUN DESIGN SHOWER CAP;325;2;116,33;0,58;0,62;Normal;0,0
SUNFLOWER DECORATIVE PARASOL;122;1;857,21;12,75;0,82;Normal;0,1
SUNJAR LED NIGHT NIGHT LIGHT;3;0;48,39;0,0;0,0;Normal;0,0
SUNSET COLOUR CHUNKY KNITTED THROW;57;0;670,08;0,0;0,0;Normal;0,0
SWALLOW SQUARE TISSUE BOX;1429;10;668,98;3,9;0,7;Normal;0,03
SWALLOW WOODEN CHRISTMAS DECORATION;1305;0;1216,41;0,0;0,0;Normal;0,0
SWALLOWS GREETING CARD;5347;0;2166,61;0,0;0,0;Normal;0,0
SWEET HEART CAKE CARRIER;75;9;745,83;89,55;12,0;Normal;10,75
SWEET PUDDING STICKER SHEET;98;1;95,53;0,85;1,02;Normal;0,01
SWEETHEART 3 TIER CAKE STAND;247;11;3020,83;108,0;4,45;Normal;4,81
SWEETHEART BIRD HOUSE;845;4;3032,91;16,6;0,47;Normal;0,08
SWEETHEART CAKESTAND 3 TIER;896;66;9122,6;613,2;7,37;Normal;45,19
SWEETHEART CARRY-ALL BASKET;6;0;76,44;0,0;0,0;Normal;0,0
SWEETHEART CERAMIC TRINKET BOX;5511;142;6965,89;169,33;2,58;Normal;4,37
SWEETHEART CREAM STEEL TABLE RECT;27;0;618,66;0,0;0,0;Normal;0,0
SWEETHEART KEY CABINET;0;1;0,0;5,55;;Suspicious Return;
SWEETHEART RECIPE BOOK STAND;904;7;6687,8;10,95;0,77;Normal;0,08
SWEETHEART WALL TIDY;104;5;967,28;49,75;4,81;Normal;2,39
SWEETHEART WIRE FRUIT BOWL;184;0;1494,18;0,0;0,0;Normal;0,0
SWEETHEART WIRE MAGAZINE RACK;312;5;2673,6;39,75;1,6;Normal;0,64
SWEETHEART WIRE WALL TIDY;207;10;2096,43;87,9;4,83;Normal;4,25
SWEETIES  STICKERS;229;0;216,04;0,0;0,0;Normal;0,0
SWIRLY CIRCULAR RUBBERS IN BAG;384;1;142,01;0,42;0,26;Normal;0,0
SWISS CHALET TREE DECORATION;1301;0;567,74;0,0;0,0;Normal;0,0
SWISS ROLL TOWEL PINK  SPOTS;700;0;1895,99;0,0;0,0;Normal;0,0
SWISS ROLL TOWEL, CHOCOLATE  SPOTS;853;0;1551,47;0,0;0,0;Normal;0,0
SWISS ROLL TOWEL, PINK  SPOTS;545;0;816,04;0,0;0,0;Normal;0,0
T-LIGHT GLASS FLUTED ANTIQUE;7861;177;9756,38;192,75;2,25;Normal;4,34
T-LIGHT HOLDER HANGING LACE;828;40;817,51;50,0;4,83;Normal;2,42
T-LIGHT HOLDER HANGING LOVE BIRD;452;3;1728,39;11,25;0,66;Normal;0,07
T-LIGHT HOLDER SILVER HEART HANDLE;193;6;388,01;11,7;3,11;Normal;0,36
T-LIGHT HOLDER SILVER PETIT FOUR;185;0;233,67;0,0;0,0;Normal;0,0
T-LIGHT HOLDER SILVER SAUCER;44;0;42,92;0,0;0,0;Normal;0,0
T-LIGHT HOLDER SWEETHEART HANGING;860;1;1688,22;1,95;0,12;Normal;0,0
T-LIGHT HOLDER WHITE LACE;564;0;492,53;0,0;0,0;Normal;0,0
TABLE LAMP WHITE SHADE WOOD BASE;78;0;434,12;0,0;0,0;Normal;0,0
TABLECLOTH RED APPLES DESIGN;182;0;1844,13;0,0;0,0;Normal;0,0
TALL ROCOCO CANDLE HOLDER;89;2;736,59;17,0;2,25;Normal;0,38
TEA BAG PLATE RED RETROSPOT;2707;12;2431,56;10,2;0,44;Normal;0,04
TEA COSY BLUE STRIPE;175;0;708,63;0,0;0,0;Normal;0,0
TEA COSY RED  STRIPE;344;0;1027,3;0,0;0,0;Normal;0,0
TEA FOR ONE POLKADOT;352;27;1831,18;114,75;7,67;Normal;8,8
TEA PARTY  WRAPPING PAPER;1675;9;703,5;3,78;0,54;Normal;0,02
TEA PARTY BIRTHDAY CARD;2760;144;1237,23;51,84;5,22;Normal;2,71
TEA TIME BREAKFAST BASKET;1;0;2,1;0,0;0,0;Normal;0,0
TEA TIME CAKE STAND IN GIFT BOX;0;1;0,0;10,75;;Suspicious Return;
TEA TIME DES TEA COSY;337;12;986,67;30,6;3,56;Normal;1,09
TEA TIME KITCHEN APRON;509;8;2861,15;46,3;1,57;Normal;0,73
TEA TIME OVEN GLOVE;1721;0;2363,3;0,0;0,0;Normal;0,0
TEA TIME PARTY BUNTING;2408;1424;12149,12;3692,95;59,14;Normal;2184,01
TEA TIME TABLE CLOTH;175;0;1641,45;0,0;0,0;Normal;0,0
TEA TIME TEA SET IN GIFT BOX;76;2;510,68;13,9;2,63;Normal;0,37
TEA TIME TEA TOWELS;2600;0;6045,0;0,0;0,0;Normal;0,0
TEA TIME TEAPOT IN GIFT BOX;228;3;1545,8;24,85;1,32;Normal;0,33
TEAL/FUSCHIA COL BEAD NECKLACE;19;0;94,43;0,0;0,0;Normal;0,0
TEATIME FUNKY FLOWER BACKPACK FOR 2;69;0;732,23;0,0;0,0;Normal;0,0
TEATIME GEL PENS ASST;504;0;82,08;0,0;0,0;Normal;0,0
TEATIME PUSH DOWN RUBBER;431;0;95,14;0,0;0,0;Normal;0,0
TEATIME ROUND PENCIL SHARPENER;1125;0;157,9;0,0;0,0;Normal;0,0
TEMP ADJUSTMENT;0;484;0,0;0,0;;Suspicious Return;
THE KING GIFT BAG;20;0;13,0;0,0;0,0;Normal;0,0
THE KING GIFT BAG 25X24X12CM;28;0;11,76;0,0;0,0;Normal;0,0
THREE CANVAS LUGGAGE TAGS;126;0;196,69;0,0;0,0;Normal;0,0
THREE MINI HANGING FRAMES;134;0;576,8;0,0;0,0;Normal;0,0
THROW AWAY;0;5368;0,0;0,0;;Suspicious Return;
THROWN AWAY;0;4110;0,0;0,0;;Suspicious Return;
THROWN AWAY-CAN'T SELL;0;2472;0,0;0,0;;Suspicious Return;
THROWN AWAY-CAN'T SELL.;0;524;0,0;0,0;;Suspicious Return;
THROWN AWAY-RUSTY;0;2376;0,0;0,0;;Suspicious Return;
THROWN AWAY.;0;1121;0,0;0,0;;Suspicious Return;
TIGRIS EYE CHUNKY CHARM BRACELET;23;0;210,04;0,0;0,0;Normal;0,0
TINY CRYSTAL BRACELET BLUE;5;0;12,52;0,0;0,0;Normal;0,0
TINY CRYSTAL BRACELET GREEN;4;0;9,98;0,0;0,0;Normal;0,0
TINY CRYSTAL BRACELET RED;1;0;2,48;0,0;0,0;Normal;0,0
TO PUSH ORDER THROUGHA S STOCK WAS;10;0;0,0;0,0;0,0;Normal;0,0
TOADSTOOL BEDSIDE LIGHT;187;8;1669,45;71,6;4,28;Normal;3,06
TOADSTOOL MONEY BOX;455;18;1535,86;53,1;3,96;Normal;2,1
TOAST ITS - BEST MUM;691;0;872,71;0,0;0,0;Normal;0,0
TOAST ITS - DINOSAUR;17;0;21,25;0,0;0,0;Normal;0,0
TOAST ITS - FAIRY FLOWER;576;0;620,8;0,0;0,0;Normal;0,0
TOAST ITS - HAPPY BIRTHDAY;326;0;387,04;0,0;0,0;Normal;0,0
TOAST ITS - I LOVE YOU;692;0;871,33;0,0;0,0;Normal;0,0
TOILET METAL SIGN;3697;21;2053,59;11,16;0,57;Normal;0,06
TOILET SIGN OCCUPIED OR VACANT;3676;14;3634,26;11,62;0,38;Normal;0,04
TOOL BOX SOFT TOY;130;6;1335,04;53,7;4,62;Normal;2,48
TOOTHPASTE TUBE PEN;1154;0;698,75;0,0;0,0;Normal;0,0
TOP SECRET PEN SET;46;0;57,5;0,0;0,0;Normal;0,0
TOTE BAG I LOVE LONDON;1184;24;2435,38;50,4;2,03;Normal;1,02
TOXIC AREA  DOOR HANGER;1345;0;721,91;0,0;0,0;Normal;0,0
TOY TIDY DOLLY GIRL DESIGN;667;12;1376,25;25,2;1,8;Normal;0,45
TOY TIDY PINK POLKADOT;3268;27;7087,14;56,45;0,83;Normal;0,47
TOY TIDY SPACEBOY;1081;37;2340,76;77,7;3,42;Normal;2,66
TOYBOX  WRAP;400;0;168,0;0,0;0,0;Normal;0,0
TRADITIONAL CHRISTMAS RIBBONS;3099;0;4472,7;0,0;0,0;Normal;0,0
TRADITIONAL KNITTING NANCY;5305;50;8763,5;63,3;0,94;Normal;0,6
TRADITIONAL MODELLING CLAY;7112;1;8419,12;1,06;0,01;Normal;0,0
TRADITIONAL PICK UP STICKS GAME;2584;0;4696,87;0,0;0,0;Normal;0,0
TRADITIONAL WOODEN CATCH CUP GAME;2730;1;3767,02;1,25;0,04;Normal;0,0
TRADITIONAL WOODEN SKIPPING ROPE;7320;22;9408,46;26,92;0,3;Normal;0,08
TRADTIONAL ALPHABET STAMP SET;666;2;3378,46;9,9;0,3;Normal;0,03
TRANQUILITY MASALA INCENSE;200;0;42,0;0,0;0,0;Normal;0,0
TRANSPARENT ACRYLIC TAPE DISPENSER;40;0;42,58;0,0;0,0;Normal;0,0
TRAVEL CARD WALLET DOTCOMGIFTSHOP;200;0;0,0;0,0;0,0;Normal;0,0
TRAVEL CARD WALLET FLOWER MEADOW;1664;78;723,27;32,76;4,69;Normal;1,54
TRAVEL CARD WALLET I LOVE LONDON;4733;1;2126,55;0,42;0,02;Normal;0,0
TRAVEL CARD WALLET KEEP CALM;12242;153;5210,74;64,26;1,25;Normal;0,8
TRAVEL CARD WALLET PANTRY;1621;184;743,14;77,28;11,35;Normal;8,77
TRAVEL CARD WALLET RETRO PETALS;1471;0;643,45;0,0;0,0;Normal;0,0
TRAVEL CARD WALLET RETROSPOT;1949;30;854,04;12,6;1,54;Normal;0,19
TRAVEL CARD WALLET SKULLS;2073;128;895,05;53,76;6,17;Normal;3,32
TRAVEL CARD WALLET SUKI;2313;49;1030,08;20,58;2,12;Normal;0,44
TRAVEL CARD WALLET TRANSPORT;2855;39;1236,4;16,38;1,37;Normal;0,22
TRAVEL CARD WALLET UNION JACK;2570;78;1105,43;32,76;3,04;Normal;1,0
TRAVEL CARD WALLET VINTAGE LEAF;1361;3;583,1;1,26;0,22;Normal;0,0
TRAVEL CARD WALLET VINTAGE ROSE;533;0;222,42;0,0;0,0;Normal;0,0
TRAVEL CARD WALLET VINTAGE TICKET;4739;26;2068,89;10,92;0,55;Normal;0,06
TRAVEL SEWING KIT;3933;15;6739,72;24,75;0,38;Normal;0,09
TRAY, BREAKFAST IN BED;245;6;3141,76;74,7;2,45;Normal;1,83
TREASURE AHOY WALL ART;222;0;675,54;0,0;0,0;Normal;0,0
TREASURE ISLAND BOOK BOX;2021;18;4479,54;40,5;0,89;Normal;0,36
TREASURE TIN BUFFALO BILL;925;26;1946,23;54,08;2,81;Normal;1,52
TREASURE TIN GYMKHANA DESIGN;1398;3;3162,51;6,24;0,21;Normal;0,01
TREE T-LIGHT HOLDER WILLIE WINKIE;337;0;517,67;0,0;0,0;Normal;0,0
TRELLIS COAT RACK;203;1;999,81;4,95;0,49;Normal;0,02
TRIANGULAR POUFFE VINTAGE;53;2;1012,15;29,9;3,77;Normal;1,13
TRIPLE HOOK ANTIQUE IVORY ROSE;696;50;2319,28;164,1;7,18;Normal;11,78
TRIPLE PHOTO FRAME CORNICE;732;32;6755,65;318,4;4,37;Normal;13,91
TRIPLE WIRE HOOK IVORY HEART;178;12;749,5;49,8;6,74;Normal;3,36
TRIPLE WIRE HOOK PINK HEART;71;0;239,71;0,0;0,0;Normal;0,0
TROPICAL  HONEYCOMB PAPER GARLAND;1216;1;2926,62;2,55;0,08;Normal;0,0
TROPICAL HOLIDAY PURSE;32;0;81,66;0,0;0,0;Normal;0,0
TROPICAL LUGGAGE TAG;73;0;105,91;0,0;0,0;Normal;0,0
TROPICAL PASSPORT COVER;238;0;389,25;0,0;0,0;Normal;0,0
TUB 24 PINK FLOWER PEGS;164;0;271,04;0,0;0,0;Normal;0,0
TUMBLER BAROQUE;471;1;245,13;0,39;0,21;Normal;0,0
TUMBLER NEW ENGLAND;1171;0;516,09;0,0;0,0;Normal;0,0
TUMBLER, BAROQUE;50;0;74,14;0,0;0,0;Normal;0,0
TUMBLER, NEW ENGLAND;100;0;143,24;0,0;0,0;Normal;0,0
TURQ ICE CREAM BUM BAG;7;0;32,61;0,0;0,0;Normal;0,0
TURQ PENDANT TRIPLE SHELL NECKLACE;7;0;37,46;0,0;0,0;Normal;0,0
TURQ STONE/CRYSTAL EARRINGS;39;0;113,97;0,0;0,0;Normal;0,0
TURQUOISE BERTIE GLASS BEAD CHARM;77;0;69,85;0,0;0,0;Normal;0,0
TURQUOISE CHRISTMAS TREE;5;0;6,25;0,0;0,0;Normal;0,0
TURQUOISE GLASS TASSLE BAG CHARM;57;0;121,38;0,0;0,0;Normal;0,0
TURQUOISE HEART OF GLASS BRACELET;9;0;53,42;0,0;0,0;Normal;0,0
TUSCAN VILLA BIRD FEEDER;13;0;115,63;0,0;0,0;Normal;0,0
TUSCAN VILLA BIRD TABLE;15;0;123,75;0,0;0,0;Normal;0,0
TUSCAN VILLA DOVECOTE;8;0;66,0;0,0;0,0;Normal;0,0
TUSCAN VILLA DOVECOTE BIRD FEEDER;43;1;399,03;8,25;2,33;Normal;0,19
TUSCAN VILLA FEEDING STATION;12;0;99,0;0,0;0,0;Normal;0,0
TV DINNER TRAY AIR HOSTESS;291;1;1132,42;1,95;0,34;Normal;0,01
TV DINNER TRAY DOLLY GIRL;133;1;785,21;4,95;0,75;Normal;0,04
TV DINNER TRAY VINTAGE PAISLEY;460;0;1472,29;0,0;0,0;Normal;0,0
TWO DOOR CURIO CABINET;198;32;2398,95;370,2;16,16;Normal;59,82
UBO-LIGHT TRIOBASE BLUE;4;0;3,4;0,0;0,0;Normal;0,0
UBO-LIGHT TRIOBASE PURPLE;5;0;4,25;0,0;0,0;Normal;0,0
UNION FLAG WINDSOCK;388;0;428,19;0,0;0,0;Normal;0,0
UNION JACK FLAG LUGGAGE TAG;714;0;1251,13;0,0;0,0;Normal;0,0
UNION JACK FLAG PASSPORT COVER;799;20;1980,79;42,0;2,5;Normal;1,05
UNION JACK HOT WATER BOTTLE;13;0;139,86;0,0;0,0;Normal;0,0
UNION STRIPE CUSHION COVER;391;6;488,75;7,5;1,53;Normal;0,11
UNION STRIPE WITH FRINGE  HAMMOCK;865;0;6674,06;0,0;0,0;Normal;0,0
UNSALEABLE, DESTROYED.;0;15644;0,0;0,0;;Suspicious Return;
URBAN BLACK RIBBONS;678;0;656,6;0,0;0,0;Normal;0,0
UTILTY CABINET WITH HOOKS;131;0;2610,29;0,0;0,0;Normal;0,0
VANILLA INCENSE 40 CONES IN TIN;29;0;36,25;0,0;0,0;Normal;0,0
VANILLA INCENSE IN TIN;1928;0;822,33;0,0;0,0;Normal;0,0
VANILLA SCENT CANDLE JEWELLED BOX;1067;217;2170,15;219,81;20,34;Normal;44,71
VEGETABLE GARDEN CHOPPING BOARD;71;0;357,69;0,0;0,0;Normal;0,0
VEGETABLE MAGNETIC  SHOPPING LIST;36;0;49,8;0,0;0,0;Normal;0,0
VICTORIAN  METAL POSTCARD SPRING;2744;296;2994,75;128,72;10,79;Normal;13,89
VICTORIAN GLASS HANGING T-LIGHT;23692;450;32321,57;638,4;1,9;Normal;12,13
VICTORIAN SEWING BOX LARGE;502;60;7297,25;668,8;11,95;Normal;79,92
VICTORIAN SEWING BOX MEDIUM;652;12;6615,22;88,4;1,84;Normal;1,63
VICTORIAN SEWING BOX SMALL;1071;12;6506,6;68,4;1,12;Normal;0,77
VICTORIAN SEWING KIT;1247;145;1521,83;142,85;11,63;Normal;16,61
VILLAGE SHOW WALL ART;198;0;1061,82;0,0;0,0;Normal;0,0
VINTAGE  2 METER FOLDING RULER;1734;13;2892,22;21,45;0,75;Normal;0,16
VINTAGE  2 METRE FOLDING RULER;1601;1;3331,15;1,65;0,06;Normal;0,0
VINTAGE BEAD COSMETIC BAG;56;0;153,5;0,0;0,0;Normal;0,0
VINTAGE BEAD NOTEBOOK;148;0;427,29;0,0;0,0;Normal;0,0
VINTAGE BEAD PINK EVENING BAG;570;0;876,0;0,0;0,0;Normal;0,0
VINTAGE BEAD PINK JEWEL BOX;1;0;4,25;0,0;0,0;Normal;0,0
VINTAGE BEAD PINK JEWEL STAND;1;0;4,95;0,0;0,0;Normal;0,0
VINTAGE BEAD PINK PURSE;957;25;1048,4;20,75;2,61;Normal;0,54
VINTAGE BEAD PINK SCARF;427;12;946,24;19,8;2,81;Normal;0,56
VINTAGE BEAD PINK SHADE;13;0;16,25;0,0;0,0;Normal;0,0
VINTAGE BELLS GARLAND;777;0;2316,19;0,0;0,0;Normal;0,0
VINTAGE BILLBOARD DRINK ME MUG;959;6;1340,28;6,36;0,63;Normal;0,04
VINTAGE BILLBOARD LOVE/HATE MUG;1518;37;1747,17;39,41;2,44;Normal;0,96
VINTAGE BILLBOARD MUG;1089;0;1163,73;0,0;0,0;Normal;0,0
VINTAGE BILLBOARD TEA MUG;1949;701;2250,52;743,06;35,97;Normal;267,28
VINTAGE BLUE KITCHEN CABINET;24;6;3435,0;800,0;25,0;Normal;200,0
VINTAGE BLUE TINSEL REEL;2;0;0,84;0,0;0,0;Normal;0,0
VINTAGE CARAVAN GIFT WRAP;600;50;252,0;21,0;8,33;Normal;1,75
VINTAGE CARAVAN GREETING CARD;1260;0;545,32;0,0;0,0;Normal;0,0
VINTAGE CHRISTMAS BUNTING;2881;13;15299,11;64,35;0,45;Normal;0,29
VINTAGE CHRISTMAS CAKE FRILL;2236;0;3646,48;0,0;0,0;Normal;0,0
VINTAGE CHRISTMAS GIFT BAG LARGE;1663;15;1997,59;18,75;0,9;Normal;0,17
VINTAGE CHRISTMAS GIFT SACK;1260;1;5327,7;4,15;0,08;Normal;0,0
VINTAGE CHRISTMAS PAPER GIFT BAG;1528;0;1247,79;0,0;0,0;Normal;0,0
VINTAGE CHRISTMAS STOCKING;2186;9;5968,0;22,95;0,41;Normal;0,09
VINTAGE CHRISTMAS TABLECLOTH;270;1;3511,46;12,5;0,37;Normal;0,05
VINTAGE COFFEE GRINDER BOX;86;12;447,38;49,8;13,95;Normal;6,95
VINTAGE CREAM 3 BASKET CAKE STAND;358;2;3661,3;14,6;0,56;Normal;0,08
VINTAGE CREAM CAT FOOD CONTAINER;730;6;4939,73;37,3;0,82;Normal;0,31
VINTAGE CREAM DOG FOOD CONTAINER;938;22;9119,02;176,8;2,35;Normal;4,15
VINTAGE DOILY DELUXE SEWING KIT;555;19;3922,71;113,05;3,42;Normal;3,87
VINTAGE DOILY JUMBO BAG RED;4608;121;9802,89;222,68;2,63;Normal;5,86
VINTAGE DOILY TRAVEL SEWING KIT;3383;6;7365,03;11,4;0,18;Normal;0,02
VINTAGE DONKEY TAIL GAME;1272;3;4630,56;11,25;0,24;Normal;0,03
VINTAGE EMBOSSED HEART;877;3;1160,18;3,75;0,34;Normal;0,01
VINTAGE ENGRAVED HEART;60;0;75,0;0,0;0,0;Normal;0,0
VINTAGE GLASS COFFEE CADDY;86;0;557,3;0,0;0,0;Normal;0,0
VINTAGE GLASS T-LIGHT HOLDER;2142;9;1791,18;7,47;0,42;Normal;0,03
VINTAGE GLASS TEA CADDY;3;0;17,85;0,0;0,0;Normal;0,0
VINTAGE HEADS AND TAILS CARD GAME;6570;12;8954,05;15,0;0,18;Normal;0,03
VINTAGE JINGLE BELLS HEART;218;1;1815,26;8,25;0,46;Normal;0,04
VINTAGE JINGLE BELLS WREATH;72;0;602,38;0,0;0,0;Normal;0,0
VINTAGE KEEPSAKE BOX PARIS DAYS;84;0;528,26;0,0;0,0;Normal;0,0
VINTAGE KEEPSAKE BOX PINK FLOWER;20;2;91,48;12,7;10,0;Normal;1,27
VINTAGE KEEPSAKE BOX TRAVELOGUE;80;0;429,19;0,0;0,0;Normal;0,0
VINTAGE KID DOLLY CARD;1950;0;841,78;0,0;0,0;Normal;0,0
VINTAGE KITCHEN PRINT FRUITS;65;3;215,15;7,65;4,62;Normal;0,35
VINTAGE KITCHEN PRINT PUDDINGS;43;0;109,65;0,0;0,0;Normal;0,0
VINTAGE KITCHEN PRINT SEAFOOD;43;0;129,63;0,0;0,0;Normal;0,0
VINTAGE KITCHEN PRINT VEGETABLES;59;0;150,45;0,0;0,0;Normal;0,0
VINTAGE LEAF CHOPPING BOARD;70;2;375,7;9,9;2,86;Normal;0,28
VINTAGE LEAF MAGNETIC NOTEPAD;1307;5;2049,95;7,25;0,38;Normal;0,03
VINTAGE NOTEBOOK BEAUTY GIRL;3;0;8,85;0,0;0,0;Normal;0,0
VINTAGE NOTEBOOK PARIS DAYS;101;12;280,57;35,4;11,88;Normal;4,21
VINTAGE NOTEBOOK TRAVELOGUE;38;6;105,73;17,7;15,79;Normal;2,79
VINTAGE PAISLEY STATIONERY SET;1802;0;3359,77;0,0;0,0;Normal;0,0
VINTAGE PHOTO ALBUM PARIS DAYS;8;0;50,8;0,0;0,0;Normal;0,0
VINTAGE PINK DECORATIVE PARASOL;88;0;489,74;0,0;0,0;Normal;0,0
VINTAGE POST OFFICE CABINET;11;0;607,65;0,0;0,0;Normal;0,0
VINTAGE RED ENAMEL TRIM JUG;521;33;1954,11;123,75;6,33;Normal;7,83
VINTAGE RED ENAMEL TRIM MUG;1533;58;1882,0;72,5;3,78;Normal;2,74
VINTAGE RED ENAMEL TRIM PLATE;722;49;1228,1;77,81;6,79;Normal;5,28
VINTAGE RED KITCHEN CABINET;56;10;7625,0;1730,5;17,86;Normal;309,07
VINTAGE RED MUG;691;12;679,72;15,0;1,74;Normal;0,26
VINTAGE RED TEATIME MUG;313;27;499,15;29,38;8,63;Normal;2,54
VINTAGE RED TRIM ENAMEL BOWL;915;121;1201,03;141,8;13,22;Normal;18,75
VINTAGE ROSE BEAD BRACELET BLACK;36;0;152,4;0,0;0,0;Normal;0,0
VINTAGE ROSE BEAD BRACELET RASPBERR;75;0;315,73;0,0;0,0;Normal;0,0
VINTAGE SEASIDE JIGSAW PUZZLES;360;3;1423,33;11,25;0,83;Normal;0,09
VINTAGE SHELLS PRINT;50;0;427,46;0,0;0,0;Normal;0,0
VINTAGE SNAP CARDS;12903;85;11275,11;72,25;0,66;Normal;0,48
VINTAGE UNION JACK APRON;391;0;2828,31;0,0;0,0;Normal;0,0
VINTAGE UNION JACK BUNTING;2732;28;24058,33;238,0;1,02;Normal;2,43
VINTAGE UNION JACK CUSHION COVER;328;18;1725,24;89,1;5,49;Normal;4,89
VINTAGE UNION JACK DOORSTOP;207;5;1278,01;29,75;2,42;Normal;0,72
VINTAGE UNION JACK MEMOBOARD;3259;4;22880,74;39,8;0,12;Normal;0,05
VINTAGE UNION JACK PENNANT;795;22;1586,75;42,9;2,77;Normal;1,19
VINTAGE UNION JACK SHOPPING BAG;215;0;1027,53;0,0;0,0;Normal;0,0
VINTAGE WOODEN BAR STOOL;6;0;169,75;0,0;0,0;Normal;0,0
VINTAGE ZINC PLANTER;26;0;100,34;0,0;0,0;Normal;0,0
VINTAGE ZINC WATERING CAN;11;0;119,5;0,0;0,0;Normal;0,0
VINTAGE ZINC WATERING CAN SMALL;18;0;99,2;0,0;0,0;Normal;0,0
VINYL RECORD FRAME SILVER;1331;7;4980,69;25,53;0,53;Normal;0,14
VIP HOLIDAY PURSE;14;0;44,04;0,0;0,0;Normal;0,0
VIP PASSPORT COVER;43;0;94,04;0,0;0,0;Normal;0,0
VIPPASSPORT COVER;137;0;199,16;0,0;0,0;Normal;0,0
WAKE UP COCKEREL CALENDAR SIGN;79;0;341,09;0,0;0,0;Normal;0,0
WAKE UP COCKEREL TILE COASTER;460;0;168,76;0,0;0,0;Normal;0,0
WAKE UP COCKEREL TILE HOOK;49;1;68,35;0,39;2,04;Normal;0,01
WALL ART , LOVES' SECRET;8;0;47,6;0,0;0,0;Normal;0,0
WALL ART , THE MAGIC FOREST;2;0;13,9;0,0;0,0;Normal;0,0
WALL ART ,PUDDINGS;8;0;61,2;0,0;0,0;Normal;0,0
WALL ART 70'S ALPHABET;338;6;2613,36;48,7;1,78;Normal;0,87
WALL ART ANIMALS AND NATURE;154;7;508,34;26,25;4,55;Normal;1,19
WALL ART BICYCLE SAFETY;833;1;5882,75;5,95;0,12;Normal;0,01
WALL ART BICYCLE SAFTEY;21;0;114,15;0,0;0,0;Normal;0,0
WALL ART BIG LOVE;970;0;5496,56;0,0;0,0;Normal;0,0
WALL ART BUFFALO BILL;335;6;1014,85;22,5;1,79;Normal;0,4
WALL ART CAT AND BIRD;131;0;435,05;0,0;0,0;Normal;0,0
WALL ART CLASSIC PUDDINGS;808;2;6339,11;16,5;0,25;Normal;0,04
WALL ART DOG AND BALL;90;0;286,56;0,0;0,0;Normal;0,0
WALL ART DOG LICENCE;596;16;3892,16;95,2;2,68;Normal;2,55
WALL ART DOLLY GIRL;312;0;929,8;0,0;0,0;Normal;0,0
